distance,SNR
0.0,666.6143332297045
63.524832156223134,666.6143332297045
127.04966431244627,569.6457470153149
190.57449646866942,410.60364853680267
254.09932862489254,306.9497077142708
317.6241607811157,284.04516009745646
381.14899293733885,260.8003394391256
444.67382509356196,214.7849595967881
508.1986572497851,214.4468374740731
571.7234894060083,184.30966106627957
635.2483215622314,165.32157805773124
698.7731537184545,166.5779678981458
762.2979858746777,145.55977349327785
825.8228180309007,142.05983646839292
889.3476501871239,132.73994729297294
952.8724823433471,113.92506577198903
1016.3973144995701,119.29721233351526
1079.9221466557933,111.39668827669868
1143.4469788120166,100.7410205692386
1206.9718109682397,106.05096433315957
1270.4966431244627,93.70827229316133
1334.0214752806858,92.19318554799385
1397.546307436909,90.20566834899162
1461.071139593132,80.54863826989335
1524.5959717493554,83.9060975326505
1588.1208039055784,80.67449533466099
1651.6456360618015,74.91786718458842
1715.1704682180246,76.30256432430436
1778.6953003742478,67.07832360155128
1842.220132530471,66.63540319555413
1905.7449646866942,68.19758160783994
1969.269796842917,60.432793676170135
2032.7946289991403,62.595998328136524
2096.3194611553636,59.45779187282267
2159.8442933115866,55.0651262726615
2223.3691254678097,59.473459461587574
2286.893957624033,55.028332098662155
2350.418789780256,53.91400680560069
2413.9436219364793,55.477974348640934
2477.4684540927024,49.836034314102186
2540.9932862489254,50.888942822056066
2604.5181184051485,49.0125428027107
2668.0429505613715,45.75564436856144
2731.567782717595,47.92523713902191
2795.092614873818,44.399837825230264
2858.6174470300407,42.909860938966695
2922.142279186264,44.25829683766374
2985.6671113424873,40.65879051193965
3049.1919434987108,42.40860893686539
3112.716775654934,42.770404048351246
3176.241607811157,39.95538978985168
3239.76643996738,40.65935466992669
3303.291272123603,38.278747705364246
3366.8161042798265,36.32588768061421
3430.340936436049,36.64971640555324
3493.8657685922726,34.48745487395512
3557.3906007484957,35.011221759990256
3620.9154329047187,34.069849961173624
3684.440265060942,30.94039622934654
3747.965097217165,31.800492376065332
3811.4899293733883,30.414875473112552
3875.0147615296114,29.83109647026421
3938.539593685834,30.875328573228543
4002.0644258420575,29.09829788918987
4065.5892579982806,29.197285812170637
4129.114090154504,28.228761898859908
4192.638922310727,25.953712232576876
4256.16375446695,27.260547451796683
4319.688586623173,26.639886705959825
4383.213418779396,25.949079788000613
4446.738250935619,26.193624274027098
4510.263083091843,24.201949183783377
4573.787915248066,24.043362016012455
4637.3127474042885,23.763947987543986
4700.837579560512,22.76039287743879
4764.362411716735,23.68659551777114
4827.887243872959,23.02378138699124
4891.412076029182,22.27553168619259
4954.936908185405,22.585313225993055
5018.461740341628,21.032100450296745
5081.986572497851,21.068907053180844
5145.511404654075,20.949247337868336
5209.036236810297,20.120930309255566
5272.56106896652,20.34825973142332
5336.085901122743,19.634119119703136
5399.610733278966,19.39713747104732
5463.13556543519,19.463145939873765
5526.660397591413,18.81789904383085
5590.185229747636,18.68999033407893
5653.710061903859,18.349643645000484
5717.234894060081,18.167635538069312
5780.759726216305,17.895643525758437
5844.284558372528,17.45369062953864
5907.8093905287515,17.31739305443613
5971.3342226849745,16.659517508957144
6034.859054841198,16.444938155356617
6098.3838869974215,16.392777629652944
6161.908719153645,15.899936316666066
6225.433551309868,16.03246525352656
6288.95838346609,15.472318971782098
6352.483215622314,15.04582260092992
6416.008047778537,14.96699974551027
6479.53287993476,14.481010288231529
6543.057712090983,14.603547853133136
6606.582544247206,14.410033443555669
6670.10737640343,13.848413928333786
6733.632208559653,13.959047011283438
6797.157040715875,13.370070627100425
6860.681872872098,13.122958917341323
6924.206705028321,13.325031010179277
6987.731537184545,12.816906301704945
7051.256369340768,12.821438134501555
7114.781201496991,12.63294181955224
7178.306033653214,12.08412446909812
7241.8308658094375,12.369656838884351
7305.355697965661,12.00659137101564
7368.880530121884,11.770724857976537
7432.405362278107,11.838288242839056
7495.93019443433,11.312423467883171
7559.455026590553,11.379316568855966
7622.979858746777,11.170455465914273
7686.504690903,10.632699610256342
7750.029523059223,11.050117367535577
7813.554355215446,10.769808542437938
7877.079187371668,10.531174105994829
7940.604019527892,10.45372798231683
8004.128851684115,9.55333420009101
8067.653683840338,9.585013622482077
8131.178515996561,9.637286827907966
8194.703348152785,9.076868909655968
8258.228180309008,9.49864234924497
8321.753012465231,9.243599011312423
8385.277844621454,8.921538183273926
8448.802676777677,9.268328796706559
8512.3275089339,8.536402207845189
8575.852341090123,8.548700826084849
8639.377173246347,8.586196748129844
8702.90200540257,8.165798475733952
8766.426837558793,8.598020139854624
8829.951669715016,8.311166115972242
8893.476501871239,8.020167705594872
8957.001334027462,8.412518897954627
9020.526166183687,7.7956204652236405
9084.050998339908,7.911645208499211
9147.575830496133,8.054243662053107
9211.100662652354,7.529238706513981
9274.625494808577,7.684055855965028
9338.150326964802,7.3439691668411555
9401.675159121023,7.070028993101736
9465.199991277248,7.494338509936628
9528.72482343347,7.201739666533301
9592.249655589694,7.295739502677762
9655.774487745917,7.40415520371926
9719.29931990214,6.9262461740306085
9782.824152058363,7.034426520334702
9846.348984214585,6.771952074490397
9909.87381637081,6.615360413232321
9973.398648527032,6.864071813118544
10036.923480683256,6.589813487584374
10100.448312839479,6.647775720990308
10163.973144995702,6.618613148680009
10227.497977151925,6.245366959220183
10291.02280930815,6.357973430445807
10354.54764146437,6.228218708110142
10418.072473620594,6.107062365228383
10481.597305776817,6.356576504069338
10545.12213793304,6.074839600054888
10608.646970089265,6.0244702739665374
10672.171802245486,6.055124154792263
10735.696634401711,5.804151019916381
10799.221466557932,5.893202335050807
10862.746298714155,5.800814579780402
10926.27113087038,5.707041877981176
10989.795963026601,5.827877337808861
11053.320795182826,5.533920095521482
11116.845627339047,5.492267522708399
11180.370459495272,5.481418358025698
11243.895291651495,5.340288949135093
11307.420123807718,5.556456129758186
11370.944955963942,5.442411279266133
11434.469788120163,5.32047226285553
11497.994620276388,5.373866673689759
11561.51945243261,5.140978284916369
11625.044284588834,5.1501142092847205
11688.569116745057,5.144102554524996
11752.09394890128,4.944699352873382
11815.618781057503,5.1089297821973
11879.143613213728,5.0062762474139895
11942.668445369949,4.8739620559664525
12006.193277526172,4.926062172349166
12069.718109682395,4.816422735563702
12133.242941838618,4.815213611437988
12196.767773994843,4.762693523023359
12260.292606151064,4.628090324621093
12323.81743830729,4.696080177518563
12387.342270463512,4.571064673506784
12450.867102619735,4.542859121494732
12514.391934775958,4.5685823378232575
12577.91676693218,4.493068675137866
12641.441599088404,4.444777837912139
12704.966431244628,4.3419521142130595
12768.49126340085,4.3313852391041845
12832.016095557074,4.3307692395005954
12895.540927713297,4.273792326750067
12959.06575986952,4.338365974018931
13022.590592025743,4.301107298607432
13086.115424181966,4.256386974429173
13149.640256338189,4.255174535210431
13213.165088494412,4.13144564557548
13276.689920650635,4.069569964952779
13340.21475280686,4.05867395560989
13403.739584963081,3.992847012990124
13467.264417119306,4.050069132990491
13530.789249275527,4.022217506897055
13594.31408143175,3.9931830825378647
13657.838913587975,4.005211445157289
13721.363745744196,3.9132415279748396
13784.888577900421,3.860171915336407
13848.413410056643,3.8646650799829043
13911.938242212867,3.81583486008496
13975.46307436909,3.833425050224518
14038.987906525314,3.7997418155939693
14102.512738681537,3.7538427877113545
14166.037570837758,3.7710442252129437
14229.562402993983,3.7191418769617584
14293.087235150206,3.7344580619986267
14356.612067306429,3.736525238401238
14420.136899462652,3.6910591469781533
14483.661731618875,3.685133492267949
14547.186563775098,3.619220069732768
14610.711395931323,3.6295647516217904
14674.236228087544,3.7126238405161454
14737.761060243767,3.6318712454393527
14801.28589239999,3.6112323424685133
14864.810724556213,3.5880381728079302
14928.335556712438,3.5331427570281124
14991.86038886866,3.5711624555441723
15055.385221024884,3.5192184742449353
15118.910053181105,3.4955645059887273
15182.434885337329,3.52895590924526
15245.959717493553,3.4801092482559834
15309.484549649775,3.484595428451932
15373.009381806,3.486462671673514
15436.53421396222,3.4533709291399943
15500.059046118446,3.4901165933522442
15563.583878274669,3.4403559630834994
15627.108710430892,3.4624829142185933
15690.633542587115,3.5132248529041834
15754.158374743336,3.457164092761001
15817.68320689956,3.5126185189724093
15881.208039055784,3.523875261235409
15944.732871212007,3.3181884316604533
16008.25770336823,3.274960504619311
16071.782535524453,3.274960504619311
16135.307367680676,3.274960504619311
16198.832199836901,3.274960504619311
16262.357031993122,3.274960504619311
16325.881864149345,3.274960504619311
16389.40669630557,3.274960504619311
16452.93152846179,3.274960504619311
16516.456360618016,3.274960504619311
16579.981192774238,3.274960504619311
16643.506024930462,3.274960504619311
16707.030857086684,3.274960504619311
16770.55568924291,3.274960504619311
16834.08052139913,3.274960504619311
16897.605353555355,3.274960504619311
16961.130185711576,3.274960504619311
17024.6550178678,3.274960504619311
17088.179850024022,3.274960504619311
17151.704682180247,3.274960504619311
17215.22951433647,3.274960504619311
17278.754346492693,3.274960504619311
17342.279178648914,3.274960504619311
17405.80401080514,3.274960504619311
17469.328842961364,3.274960504619311
17532.853675117585,3.274960504619311
17596.378507273806,3.274960504619311
17659.90333943003,3.274960504619311
17723.428171586256,3.274960504619311
17786.953003742477,3.274960504619311
17850.477835898702,3.274960504619311
17914.002668054924,3.274960504619311
17977.527500211145,3.274960504619311
18041.052332367373,3.274960504619311
18104.577164523595,3.274960504619311
18168.101996679816,3.274960504619311
18231.626828836037,3.274960504619311
18295.151660992266,3.274960504619311
18358.676493148487,3.274960504619311
18422.201325304708,3.274960504619311
18485.726157460933,3.274960504619311
18549.250989617154,3.274960504619311
18612.77582177338,3.274960504619311
18676.300653929604,3.274960504619311
18739.825486085825,3.274960504619311
18803.350318242046,3.274960504619311
18866.87515039827,3.274960504619311
18930.399982554496,3.274960504619311
18993.924814710717,3.274960504619311
